Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Votes,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Dependency),Outward issue link (Dependency),Outward issue link (Dependency),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Work Breakdown),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Commits),Custom field (Done),Custom field (E-mail CCs),Custom field (E-mail Sender),Custom field (Epic Link),Custom field (Global Rank),Custom field (Mgmt Approval),Custom field (PM Owner),Custom field (Platform/s),Custom field (Platform/s),Custom field (Platform/s),Custom field (Platform/s),Custom field (Platform/s),Custom field (Platform/s),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Ranking),Custom field (Recruitment Status),Custom field (Recruitment Target),Custom field (Requested Country/Site),Custom field (RnD Owner),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Status),Custom field (Story Points),Custom field (Target Level),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Add a QFormLayout-like item,QTBUG-80693,290078,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,yulong.bai,yulong.bai,yulong.bai,11 Dec '19 11:21,11 Dec '19 12:00,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,Quick: Layouts,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,,"0|i0myvz:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"11 Dec '19 11:26;mitch_curtis;If I understand this correctly, it would go in QtQuick.Layouts. Although, looking at https://doc.qt.io/qt-5/qformlayout.html, I'm not so sure... it seems to be quite specific to certain types of items.

I think it would be good to distinguish (in this report) how this will differ from GridLayout. The docs for QFormLayout list some things:

{quote}
Traditionally, such two-column form layouts were achieved using QGridLayout. QFormLayout is a higher-level alternative that provides the following advantages:

* *Adherence to the different platform's look and feel guidelines.* For example, the macOS Aqua and KDE guidelines specify that the labels should be right-aligned, whereas Windows and GNOME applications normally use left-alignment.
* *Support for wrapping long rows.* For devices with small displays, QFormLayout can be set to wrap long rows, or even to wrap all rows.
* *Convenient API for creating label--field pairs.* The addRow() overload that takes a QString and a QWidget * creates a QLabel behind the scenes and automatically set up its buddy. We can then write code like this:
{quote}

Although, since I don't see any mention of any concrete widget type besides QLabel (and QWidget), and since QQuickLabel derives from QQuickText, this could very well be in QtQuick.Layouts.

It's also unclear to me how this will provide convenience with regards to ""Convenient API for creating label--field pairs"" - since QML is declarative, this argument doesn't really hold as well here.

I'm linking to QTBUG-44078 just in case it might somehow be relevant.","11 Dec '19 11:27;yulong.bai;Thanks for correction. 

Umm, but my first expression was using grid layout as an implementation detail for long row wrapping. 

My intuition was like a such API

 
{code:java}
FormLayout {
       FormItem {label: someLabel; field: someField}
       ...
}
{code}
Plus some properties to control the alignment and wrapping policies.

 

But strictly following platform-specific guidelines may not as easy as what I thought.

 ","11 Dec '19 11:40;mitch_curtis;Ah, interesting. :)",,,,,,,,,,,,,,,,,,,
qSetMessagePattern no way to get UTC time using {time [format]},QTBUG-78145,284247,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,cnn,mvimercati,mvimercati,09 Sep '19 16:25,28 Nov '19 17:01,18 Feb '21 09:41,,5.13.1,,,,,,,,,,,,,,,,,,,,,,Core: I/O,,,,0,,,,There is no way to get datetime in UTC format in log messages when using a custom message pattern (qSetMessagePattern),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,All,,,,,,"0|i0m1wn:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"09 Sep '19 18:04;Eddy;This is really a feature request for the logging system; {{QDateTime::currentDateTimeUtc().toString(format)}} will provide the text needed.  You might want to consider contributing a patch that implements what you want.",,,,,,,,,,,,,,,,,,,,,
QDateTimeEdit should have more notifications for member changes,QTBUG-71051,268166,Suggestion,Open,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,Eddy,kshegunov,kshegunov,10 Oct '18 09:23,28 Nov '19 16:58,18 Feb '21 09:41,,5.11.1,,,,,,,,,,,,,,,,,,,,,,Widgets: Widgets and Dialogs,,,,0,,,,"When setting the maximum/minimum date/time/date-time or when the {{Qt::TimeSpec}} is modified the {{QDateTimeEdit}} doesn't emit any signals about the change(s).

It'd be much appreciated if notification signals are added to the control.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,All,,,,,,"0|i0jir3:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QDateTimeEdit and QTimeEdit range-ends can only cope with LocalTime and UTC,QTBUG-72440,271040,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,qt.team.quick.subscriptions,Eddy,Eddy,10 Dec '18 13:29,28 Nov '19 14:26,18 Feb '21 09:41,,5.11.0,,,,,,,,,,,,,,,,,,,,,,Widgets: Widgets and Dialogs,,,,0,,,,"{{QDateTimeEdit}} and {{QTimeEdit}} have a range of date-times or times within which they work, along with methods to set the range or either of its end-points.  The code to do this (since my fix for QTBUG-71311) propagates the date-time's {{spec}}; however, this is only sufficient when the {{spec}} is UTC or {{LocalTime}}; for {{OffsetFromUTC}} or {{TimeZone}}, the offset or {{QTimeZone}} must also be supplied.  The widgets should also support these cases; this may require further modifications beyond the simple setters and getters for the range and its end-points.",,,,,,,,,,,,,,,QTBUG-71311,QTBUG-71181,QTBUG-71051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,All,,,,,,"0|i0jze7:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"10 Dec '18 14:28;kshegunov;Perhaps it's also sensible to attach QTBUG-71181 and maybe even QTBUG-71051 as related to this issue?",,,,,,,,,,,,,,,,,,,,,
QQuickWheelEvent and QQuickKeyEvent miss Q_QUICK_PRIVATE_EXPORT,QTBUG-79037,286258,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,srutledg,DanielSt,DanielSt,07 Oct '19 05:48,08 Oct '19 10:26,18 Feb '21 09:41,,5.13.1,5.14.0 Alpha,,,,,,,,,,,,,,,,,,,,,Quick: Mouse Touch and Tablet input,,,,0,,,,"The QQuickWheelEvent and QQuickKeyEvent classes in qquickevents_p_p.h are missing the Q_QUICK_PRIVATE_EXPORT flag:


{code:java}
class QQuickWheelEvent : public QObject
class QQuickKeyEvent: public QObject
{code}
should be
{code:java}
class Q_QUICK_PRIVATE_EXPORT QQuickWheelEvent : public QObject
class Q_QUICK_PRIVATE_EXPORT QQuickKeyEvent: public QObject
{code}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,All,,,,,,"0|i0md1z:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"07 Oct '19 14:16;mitch_curtis;They are not public types, so this is not a bug. If it affects the building of Qt (by e.g. causing a linker error), then it's a different story, but I imagine the CI would have caught something like that.","08 Oct '19 09:37;DanielSt;Then what is the point of including these two classes in the private headers shipped with the Qt installer/marking all other methods in this header with Q_QUICK_PRIVATE_EXPORT except the two classes?

Maybe we can change this to a ""suggestion"" instead of ""bug""?","08 Oct '19 10:24;mitch_curtis;{quote}
Then what is the point of including these two classes in the private headers shipped with the Qt installer
{quote}
I don't know about the packaging side, but private headers are just that: private headers. See the warning at the top of every private header:

{noformat}
//
//  W A R N I N G
//  -------------
//
// This file is not part of the Qt API.  It exists purely as an
// implementation detail.  This header file may change from version to
// version without notice, or even be removed.
//
// We mean it.
{noformat}

{quote}
marking all other methods in this header with Q_QUICK_PRIVATE_EXPORT except the two classes?
{quote}
Presumably because code that is not part of the library needed to use (and hence link to the library of) those classes. That's the only reason we add exports to private classes: so that Qt code can use them if they need to.

{quote}
Maybe we can change this to a ""suggestion"" instead of ""bug""?
{quote}
What is your use case?
",,,,,,,,,,,,,,,,,,,
Add pretty printing for QCOMPARE failures when comparing QVersionNumbers,QTBUG-79032,286249,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,macadder,mitch_curtis,mitch_curtis,06 Oct '19 18:39,06 Oct '19 18:40,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,Testing: qtestlib,,,,0,,,,"{noformat}
FAIL!  : tst_App::saveAsAndLoad(TilesetType) Compared values are not the same
   Loc: [/Users/mitch/dev/slate/tests/auto/tst_app.cpp(540)]
{noformat}

Can be worked around with toString(), but would be nice to have.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,,"0|i0mczz:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Be explicit about reference validity for QMap and QHash,QTBUG-77953,283620,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,docteam,spawn,spawn,30 Aug '19 11:14,30 Aug '19 13:35,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,Documentation,,,,0,,,,"Hi,

there is some confusion about reference validity in QMap/QHash containers.

While you do say something about iterators, the reference validity after insert remains unclear. In the destructor it is said, that

""References to the values in the map, and all iterators over this map, become invalid."" This does not really help. Please update the documentation (e.g. of the insert-methods) to clarify.

Please note that the stl explicitly guarantees that references in unordered_map remain valid after insert:

""(§23.2.5/13) The insert and emplace members shall not affect the validity of references to container elements, but may invalidate all iterators to the container"".

Thank you (;

See also

[https://stackoverflow.com/questions/16781886/can-we-store-unordered-maptiterator]


[https://stackoverflow.com/questions/45175224/will-pointer-to-an-element-in-qmap-remain-valid-after-inserting-some-more-elemen?noredirect=1&lq=1]


[https://stackoverflow.com/questions/7947082/qmap-qhash-operator-returned-reference-validity]

 

Some code:

QMap <QString, QString> map;

map.insert(""one"", ""one"");
 map.insert(""two"", ""two"");
 map.insert(""three"", ""three"");

QString *pointer = &map[""one""];
 qDebug()<<pointer;

map.insert(""aaa"", ""aaa"");
 map.insert(""bbb"", ""bbb"");
 pointer = &map[""one""];
 qDebug()<<pointer; // same as above guaranteed or not?

 

 

 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,All,,,,,,"0|i0lyc7:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add a feature to re-install a specific component,QTBUG-77325,282015,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,installerteam,assam,assam,05 Aug '19 10:46,05 Aug '19 12:03,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,Packaging & Installer,,,,0,,,,"A re-install feature with the installer could be good addition, in case some files or components has been modified so that original versions could be restored easily.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,,"0|i0lpfb:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QRegularExpression invalid pattern warning should include the pattern in question.,QTBUG-76670,280488,Suggestion,Open,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,peppe,akiva,akiva,26 Jun '19 03:12,26 Jun '19 05:44,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,Core: QString and Unicode,,,,0,,,,"I write my QRegularExpressions, and over the course of my program, I start getting warning messages.

I have hundreds of QRegularExpressions, and I can't tell right away which actually has the invalid pattern.

The warning should at least contain the requisite amount of information to locate the object in question, preferably the pattern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,,"0|i0lghz:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"26 Jun '19 04:20;thiago;Run with {{QT_FATAL_WARNINGS=1}} (or the number of warnings to skip) so the program stops and you can inspect in the debugger to find out what it was.
","26 Jun '19 04:29;akiva;That is what I did, but that was 15, 20 minutes wasted.

Running the debugger on a large program takes a long time, and will be multiplied by how many warnings you need to skip.

 ","26 Jun '19 04:57;peppe;Which API are you referring to that it's emitting the warning? match() itself?
https://code.woboq.org/qt5/qtbase/src/corelib/tools/qregularexpression.cpp.html#1238

I guess the pattern could be added there for ease of debugging. It's not going to tell you where you calling it from, though, so you'd still need a debugger...","26 Jun '19 05:17;akiva;Yeah, it was match()

With the pattern, you can search for it in your program in QtCreator, unless I suppose if it were a dynamically constructed pattern. Still, it would clue you in to where its coming from.

Another benefit is that with a pattern readily provided, you can immediately paste it into regex101.com for debugging.

 ","26 Jun '19 05:43;peppe;I won't be able to submit this this week. If you're in a hurry, this sounds like the perfect case for contributing a small patch to Qt :-)",,,,,,,,,,,,,,,,,
Allow RichText in Controls,QTBUG-76115,279316,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,qt.team.quick.subscriptions,maxwell31,maxwell31,30 May '19 09:23,03 Jun '19 16:17,18 Feb '21 09:41,,5.13.0 Beta4,,,,,,,,,,,,,,,,,,,,,,Quick: Controls 2,,,,0,,,,"Hi,

I would like to use rich text in controls, e.g. having O<sub>2</sub> instead of O2. It is very tedious to always make a custom delegate e.g. for a combobox or a menuitem and ensure it is in style with e.g. the material style.

All which would be necessary is to expose the textFormat property to the top level of the control.

 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,All,,,,,,"0|i0l9jb:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLibrary should support searching for dependencies on the same dir as the library being loaded,QTBUG-74001,274298,Suggestion,In Progress,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,thiago,autoantwort,autoantwort,22 Feb '19 11:58,29 Apr '19 22:18,18 Feb '21 09:41,,5.12.1,,,,,,,,,,,,,,,,,,,,,,Core: Other,,,,0,,,,"If you want to load a Library on Windows using an absolute Path and the Library has a dependency to a other Library in the same folder, you will get the error: ""Cannot load library <Path to the Library that I want to load>: The specified module could not be found."" (PS: This error message makes no sense, the file exists and is a Library, but the dependency in is same Folder is not found)
If you know the Library dependency you can load these and you will not getting this error, but you generally do not know the dependent Libraries. 
I do not know the QLibrary implementation, but I assume you are using the LoadLibrary function of the windows API. This function(https://docs.microsoft.com/de-de/windows/desktop/api/libloaderapi/nf-libloaderapi-loadlibraryexa) has the Parameter LOAD_LIBRARY_SEARCH_DLL_LOAD_DIR, if you are using this parameter in conjunction with LOAD_LIBRARY_DEFAULT_DIRS you can fix this issue. Maybe you will make this behavior optional by adding a Flag to QLibrary::LoadHints.",Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,Windows,,,,,,"0|i0kipz:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"22 Feb '19 22:06;thiago;Thank you for the suggestion, we can add it to {{LoadHints}}. Just to be clear: it will be a Windows-only flag. On other systems, that will be a no-op and dependencies side-by-side with your target will not load.

Will that help you?","26 Feb '19 20:37;autoantwort;Yes that would be helpful.",,,,,,,,,,,,,,,,,,,,
QSslKey (and related classes) use unsecured memory buffers,QTBUG-75011,276700,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,cnn,kshegunov,kshegunov,06 Apr '19 15:42,07 Apr '19 18:30,18 Feb '21 09:41,,5.13.0 Beta 1,,,,,,,,,,,,,,,,,,,,,,Network: SSL,,,,0,,,,"There's quite a few places in the SSL code (especially relevant in QSslKey) where sensitive data is passed around or manipulated in QByteArray. The memory is freed as usual by the implicit sharing mechanism through the heap manager. However this means sensitive data can (and probably does) linger in the inactive parts of the memory for an unknown amount of time. The buffers should zero-out/randomize the block before freeing it to prevent heartbleed-type vulnerabilities.

Suggestion:
Write and expose a public class for a buffer (byte array) that is suitable for holding sensitive data. As the QSsl* API allows for passing the key (and/or certificates) directly from the user code as a byte array, it is reasonable to expect that the user needs to have such a container available as well. 

Related (palliative) gerrit change here:
https://codereview.qt-project.org/#/c/257992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,All,,,,,,"0|i0kuyf:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
