Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Cloners),Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Incorporate),Outward issue link (Incorporate),Outward issue link (Incorporate),Outward issue link (Incorporate),Outward issue link (Incorporate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (1.1.x Status),Custom field (1.5 Status),Custom field (10 status),Custom field (11 status),Custom field (12 status),Custom field (19 status),Custom field (2.1.x Status),Custom field (2.2 Status),Custom field (2.3 Status),Custom field (2.7 Status),Custom field (2.8 Status),Custom field (2.9 Status),Custom field (20 status),Custom field (21 Status),Custom field (CLE Team Issue),Custom field (Conversion Script Required),Custom field (Epic Link),Custom field (External issue ID),Custom field (External issue ID),Custom field (Global Rank),Custom field (Points),Custom field (Previous GIT issue),Custom field (Previous Issue Keys),Custom field (Property addition/change required),Custom field (Raised During),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Release Notes),Custom field (Test Plan),Custom field (Test Sessions),Custom field (Test Sessions),Custom field (Testing Status),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Numerical response weights,SAK-34781,70391,New Feature,Awaiting Review,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,,Itenium,Itenium,08-Feb-2017 04:25,17-Apr-2018 08:08,18-Feb-2021 03:39,,,,,,,,,,,,,,,,,,,,Tests & Quizzes (Samigo),,,,,,,0,,,,,,,,,"Good day

When a test and quizzes is set up, with numerical response I have problems that have multiple answers.

For example.
For a rectangle with side A = 1 m, B = 0.5 m, Determine the
Area {0.5} [m^2]
Circumference {3} [m]

At this stage Sakai assigns the same mark for each answer. In this case 50% for each correct answer given

I would like an additional feature where one can change the weights.
Thus the first answer need to count for example 75% and the second answer needs to count 25%.

Thank you very much",Tests & Quizzes ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,"EVALSYS-1506, SAM-3139",,,"0|109d6o:",9223372036854775807,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ability to specify security settings by hostname regexp,SAK-34784,26399,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,samigoteam,smarquard,smarquard,06-Mar-2008 06:41,17-Apr-2018 08:08,18-Feb-2021 03:39,,2.5.0,,,,,,,,,,,,,,,,,,Tests & Quizzes (Samigo),,,,,,,0,,,,,,,,,"We would like to be able to restrict test-takers to a set of workstations identified by dns name (hostname), e.g.

pc*.redlab.ebe.uct.ac.za

To be secure, this should do a reverse lookup on the client IP, verify that the hostname matches the regexp, and a forward lookup to verify that reverse & forward dns are consistent (to prevent spoofing).
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14517,,,"SAK-13160, SAM-1921",,,"0|103lmg:",21002,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous grading can be tracked down to individuals,SAK-34783,32287,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,samigoteam,daniellind,daniellind,28-May-2009 03:24,17-Apr-2018 08:08,18-Feb-2021 03:39,,2.5.0,,,,,,,,,,,,,,,,,,Tests & Quizzes (Samigo),,,,,,,0,,,,,,,,,"If you mark a servey in Test & Quizzes with ""Anonymous grading only"" in the settings and the users start to submit their answers, the teacher can actually follow the answers and see who has submitted. The unique id of the anonymous users are increased and you can also see the submit date and time. So it's fairly easy for a teacher to follow the submissions.

One workaround may be to not let the teacher see the the actual answers until say 3 answers have been submitted and let the ID for the submissions be randomized. Then the teachers will have a hard time to follow the individuals. 

This problem is especially obvious for small serveys, but if a teacher follows the submissions in real-time and the students doesn't submit exactly the same time, it should be possible to track down large serveys too.
","Sakai 2.5, Samigo 2.5, Red Hat 5, MySQL 5.0, java 1.5.0_18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14440,,,"SAM-610, SAK-16446, SAM-881",,,"0|103l5c:",20925,,,,,Not started,,,,,,,"18-May-2010 18:07;ktsao;Assign to our Ux designer to review.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paint selector feature for Hot Spot/Image Map questions,SAK-34770,71043,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,samigoteam,rsanchez,rsanchez,03-May-2017 08:59,17-Apr-2018 08:08,18-Feb-2021 03:39,,11.3,,,,,,,,,,,,,,,,,,Tests & Quizzes (Samigo),,,,,,,0,hotspot,,,,,,,,"With the addition of the new Hot Spot/Image Map question type, instructors and maintainers can provide students/access an image, model, or diagram to identify specific components. While this is a great addition, the current rectangle selector (to identify which area is correct) is very limiting for content that is different shapes (ex. anatomy, maps, mechanical parts etc.)

I propose that we either allow more shape types as the selector, or ideally have a paint like feature that will allow maintainers to select specific areas on the image without limitations.  ",,,,,,,,,,,,,,,,,,,,,,SAK-34825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,SAM-3198,,,"0|109h2o:",9223372036854775807,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confirmation screen for final submit is confusing,SAK-34775,34252,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,samigoteam,hedrick,hedrick,22-Oct-2009 13:15,17-Apr-2018 08:08,18-Feb-2021 03:39,,,,,,,,,,,,,,,,,,,,Tests & Quizzes (Samigo),,,,,,,0,,,,,,,,,"in SAK-27107 a confirmation screen was added for Submit for Grading. We initially implemented this as a Java popup. The final implementation was a normal screen. We're finding students who believe they have submitted but haven't. We're fairly sure the problem is that the confirmation screen looks too much like the final confirmation. Users often don't read screen carefully. ""Are you sure"" type confirmations are much better done as a Javascript popup that's very concise and doesn't look like a normal screen.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14477,,,"SAK-17270, SAM-1940",,,"0|103ldk:",20962,,,,,Not started,,,,,,,"23-Oct-2009 07:25;ottenhoff;I can confirm that we are also seeing a small percentage of users (1-3%) that believe they have successfully submitted an assessment but have not submitted the final confirmation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allow off line generation of reports,SAK-34772,45098,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,samigoteam,dhorwitz,dhorwitz,22-Feb-2011 04:47,17-Apr-2018 08:08,18-Feb-2021 03:39,,,,,,,,,,,,,,,,,,,,Tests & Quizzes (Samigo),,,,,,,0,,,,,,,,,"When the membership of a site (greater than about 2K) the time it takes to generate a export of student information can be longer that the load balancer timeout settign leading to errors.

If the site memberships are greater than a configurable threashold the report generation should be scheduled to be done by an offline thread and the reports either emailed to the user of placed in their my workspace (with an email alert) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14419,,,SAM-1135,,,"0|103l0o:",20904,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allowing students to retake a test on case to case basis,SAK-34778,48951,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,samigoteam,mustansar,mustansar,05-Aug-2011 06:07,17-Apr-2018 08:08,18-Feb-2021 03:39,,,,,,,,,,,,,,,,,,,,Tests & Quizzes (Samigo),,,,,,,0,,,,,,,,,"This feature would allow faculty to reverse the final submission process of tests and quizzes, allowing students to return to their test, add/edit content and then resubmit.  This option would be most useful in tests designed primarily for information-gathering about the limits of a student's abilities.

In a placement testing context, for instance, faculty who felt that insufficient data was submitted to form the basis of a determination could use this feature to push the test back to the student for additional input, such as a more extensive writing sample or a clearer speech recording.""

The other way to handle such cases is the one you mentioned of allowing individual students to retake specific tests, and this may be what you have in mind here.  If so, we can adapt the text for that:

""This feature would allow faculty to reject individual tests and quizzes, allowing only specific students to retake the tests.  This option would be most useful in tests designed primarily for information-gathering about the limits of a student's abilities.

In a placement testing context, for instance, faculty who felt that insufficient data was submitted to form the basis of a determination could use this feature to obtain additional input from the student, such as a more extensive writing sample or a clearer speech recording

Note: This feature request is different than the current ""allow retake"" option since the student's previous responses would still be there when the student ""retakes"" the assessment.  The student would be able to modify and add to their responses and then resubmit their assessment.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14406,,,SAM-1303,,,"0|103kxs:",20891,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allow instructor to override points from questions selected from question pool,SAK-34777,48275,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,samigoteam,nicola@nyu.edu,nicola@nyu.edu,13-Jul-2011 12:45,17-Apr-2018 08:08,18-Feb-2021 03:39,,,,,,,,,,,,,,,,,,,,Tests & Quizzes (Samigo),,,,,,,1,,,,,,,,,"When an instructor edits a Part and does a random draw from a question pool, she is given the opportunity to override the points that those questions are worth:

Point value of questions	NOTE: Optional value; overrides point values of questions in originating pool.

However, if the Instructor goes to:

Add Question > Copy from Question Pool

She can select multiple questions, but there's no opportunity to override the points in a bulk way. We'd like to see something in the interface, probably at the bottom, where you specify the Part where these questions are to go, that allows you to set the Points.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14408,,,SAM-1281,,,"0|103ky8:",20893,,,,,Not started,,,,,,,"09-Nov-2011 07:30;agschmidt;The ability to set the point value for all questions in a random draw is working on

QA3-US: sakai-2.9.0-a01 (Kernel 1.3.0-a01)- Server qa3-us 
Nightly2: Built: 11/09/11 06:30 - Sakai Revision: 100569 (Kernel 1.3.0-SNAPSHOT)- Server localhost 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allow link to Scores on a published assessment even with no submissions,SAK-34779,47128,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,samigoteam,ottenhoff,ottenhoff,24-May-2011 15:55,17-Apr-2018 08:08,18-Feb-2021 03:39,,2.8.0,,,,,,,,,,,,,,,,,,Tests & Quizzes (Samigo),,,,,,,1,,,,,,,,,"Currently, the Scores link is not enabled until at least one submission. This confuses some instructors as they are unclear why the link suddenly appears.  Additionally, some instructors may want to go to Scores immediately to provide a manual grade for a student that is not taking the assessment online.  Having to wait for a submission can be frustrating.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14412,,,SAM-1219,,,"0|103kz4:",20897,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Import of questions into 'question pool' verify corrupt questions with error,SAK-34771,31319,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,samigoteam,carrowood,carrowood,20-Mar-2009 11:05,17-Apr-2018 08:08,18-Feb-2021 03:39,,2.6.0,,,,,,,,,,,,,,,,,,Tests & Quizzes (Samigo),,,,,,,1,,,,,,,,,"It would be beneficial to the users upon import of questions  that Sakai do some verification that will allow for an output of an error if a corrupted question was being imported.  At the current time Sakai seems to fail the whole import and does not provide much information whatsoever, very little info is passed to the logs so that it's assumed there is a problem with a question in one of the question pools being imported but you don't know why or which one.

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14491,,,"SAK-15906, SAM-1937",,,"0|103lgo:",20976,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need a General Feedback field for each question in Samigo,SAK-34774,28854,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,samigoteam,mathieu,mathieu,29-Sep-2008 14:03,17-Apr-2018 08:08,18-Feb-2021 03:39,,2.5.0,,,,,,,,,,,,,,,,,,Tests & Quizzes (Samigo),,,,,,,0,,,,,,,,,"One of our instructor at University of Delaware found out that he didn't have access to a general feedback field for his questions, which means that he must copy and paste his feedback for each answer. This feature is available in WebCT 4.1, and most of his quizzes were imported using the GA Tech utility and Respondus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500,,,"SAK-14537, SAM-1959",,,"0|103lio:",20985,,,,,Not started,,,,,,,"19-Feb-2009 11:43;jamai;Hi Mathieu,

When authoring a question in SAMigo, the ability to provide question-level feedback is a default setting for all question types. When authoring a question, the general question-level feedback field is located at the bottom of the page. 

To provide selection-level feedback (e.g., a, b, or c for a multiple choice question), or to provide both question-level and selection-level feedback, one would need to change the setting under Feedback > Feedback Authoring to  Question-Level Feedback. 

Write back if you have additional questions. Otherwise, I will close this request.

Thanks,
Jackie
","12-Nov-2009 06:22;mathieu;Hi Jackie,

I saw the options that need to be enabled, I think you can close this issue now. Thanks!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto email notification for assignment events after published,SAK-34773,38081,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,samigoteam,dxp,dxp,22-Jun-2010 07:14,17-Apr-2018 08:08,18-Feb-2021 03:39,,,,,,,,,,,,,,,,,,,,Tests & Quizzes (Samigo),,,,,,,1,,,,,,,,,"After an assignment is published, the ""Release Date"" and ""Due Date"" are used to control the assignment for the sections or entire site of the students.  Instructors would like to send out the email notifications automatically to the sections or entire site students for the following events.

1. when the assignment becomes alive, according to the settings of ""Release Date"".
2. 24 hours (or a configurable time duration) before due, according to the settings of ""Due Date"".

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14437,,,SAM-916,,,"0|103l4o:",20922,,,,,Not started,,,,,,,"23-Jun-2010 16:59;lydial@stanford.edu;This will involve scheduling quartz jobs to run at some specified intervals, checking all published  assessments'  release and due dates.   This will have performance impact if it's scheduled too frequently.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
